Pinicial Pfinal Longitud_A* Longitud_HPA* Tiempo_A* Tiempo_HPA* Nodos_A* Nodos_HPA* %error
(190,254) (36,135) 330 348 1.74095592 0.00207149 12020 927 5.45 
(77,95) (179,230) 219 230 0.83226395 0.00191721 6757 482 5.02 
(25,167) (115,141) 180 189 0.78510477 0.00242156 6478 390 5.0 
(119,109) (198,130) 114 122 0.20677906 0.00139091 2082 183 7.01 
(228,45) (62,103) NaN NaN NaN NaN NaN NaN NaN 
(99,44) (114,71) 28 32 0.00655414 0.00226143 74 20 14.28 
(91,81) (235,100) 163 176 0.32244339 0.00301021 3025 257 7.97 
(129,59) (33,167) 131 147 0.03428078 0.00151568 393 112 12.21 
(42,163) (60,188) 26 29 0.00231144 0.00177367 25 8 11.53 
(224,93) (242,105) 19 24 0.00156459 0.00318166 18 10 26.31 
(256,38) (52,169) NaN NaN NaN NaN NaN NaN NaN 
(192,280) (217,143) 151 157 0.13845535 0.00267722 1369 142 3.97 
(268,109) (38,181) 266 287 1.61863137 0.00356423 11703 804 7.89 
(43,206) (265,102) 288 310 1.9171985 0.00343181 13103 903 7.63 
(62,231) (40,156) 76 79 0.0071647 0.00293802 75 24 3.94 
(66,104) (197,265) 275 297 2.68251024 0.00329093 15824 1064 8.0 
(273,88) (67,106) 210 235 1.06887191 0.00295361 8249 564 11.9 
(270,104) (45,213) 303 323 1.89026065 0.00403001 13879 910 6.6 
(37,120) (83,81) 64 67 0.02508541 0.00280031 254 37 4.68 
(117,105) (171,178) 140 145 0.32673928 0.00252559 3102 241 3.57 
(195,259) (106,78) 237 253 0.50871925 0.00208495 4560 409 6.75 
(214,108) (200,208) 137 144 0.58201544 0.00146772 5006 306 5.1 
(238,203) (279,135) 88 93 0.0670518 0.00279563 652 73 5.68 
(117,215) (251,144) 191 206 0.42237986 0.00263814 3818 351 7.85 
(225,168) (51,100) 177 192 0.40882752 0.00310306 3813 334 8.47 
(96,107) (98,216) NaN NaN NaN NaN NaN NaN NaN 
(62,162) (93,265) 217 231 1.0998166 0.00221984 8289 501 6.45 
(107,164) (168,190) 75 77 0.05161461 0.00130579 511 35 2.66 
(223,226) (38,120) 241 260 1.86425288 0.00377145 12361 884 7.88 
(222,123) (249,114) 29 30 0.01429654 0.00266129 153 13 3.44 
(157,195) (130,230) 68 74 0.05685574 0.00168704 601 55 8.82 
(118,267) (200,240) 135 154 0.07741096 0.00218503 798 103 14.07 
(96,257) (150,105) 172 178 0.47891042 0.00264464 3305 223 3.48 
(29,194) (170,178) 148 165 0.54817115 0.0021224 3711 281 11.48 
(47,198) (186,140) 207 221 1.98539771 0.0026522 10432 664 6.76 
(147,194) (204,152) 186 198 0.63076628 0.00313452 4271 357 6.45 
(235,84) (195,273) 207 212 0.87792535 0.00299535 5525 366 2.41 
(171,85) (115,73) 158 NaN 0.48089045 0.00308474 3241 134 NaN 
(92,171) (199,238) 122 128 0.20148276 0.00157913 1506 115 4.91 
(123,87) (99,49) 39 44 0.00645206 0.00125842 45 27 12.82 
(242,211) (96,241) 154 168 0.36962553 0.00324692 2592 275 9.09 
(113,131) (246,42) NaN NaN NaN NaN NaN NaN NaN 
(190,141) (177,132) 18 21 0.02028155 0.00237843 180 24 16.66 
(167,94) (61,119) 213 NaN 0.72062538 0.00205839 6013 134 NaN 
(180,100) (191,224) 173 NaN 0.67005636 0.00118956 5754 133 NaN 
(27,196) (165,84) 288 NaN 2.24659305 0.00400043 14185 1619 NaN 
(64,115) (187,51) 249 NaN 1.66554023 0.00413414 11309 1619 NaN 
(62,127) (240,132) 184 199 0.37211438 0.00178575 3896 289 8.15 
(42,212) (253,107) 303 317 2.42711033 0.00405808 13024 935 4.62 
(169,114) (239,181) 76 89 0.08073296 0.00267658 556 72 17.1 
(38,149) (270,101) 236 259 0.99599472 0.00338839 6320 492 9.74 
(94,187) (249,79) 232 247 0.8532145 0.00155641 5430 453 6.46 
(173,115) (248,129) 79 88 0.06008565 0.00326014 446 61 11.39 
(181,98) (210,267) 182 NaN 0.63406085 0.00255783 4172 134 NaN 
(97,80) (102,47) 41 48 0.03313055 0.00266465 220 34 17.07 
(127,208) (55,206) 89 95 0.31220429 0.00300233 2265 156 6.74 
(120,125) (234,199) 141 152 0.10996308 0.00195707 805 141 7.8 
(202,146) (113,27) 139 153 0.47060749 0.00188773 3176 232 10.07 
(101,222) (86,100) 169 178 0.68437988 0.00164827 4470 346 5.32 
(225,85) (103,214) 247 260 1.66216128 0.00325115 9370 611 5.26 
(95,226) (125,197) 31 36 0.00368201 0.00246221 30 12 16.12 
(28,174) (114,187) 127 138 0.61634173 0.00266118 4093 252 8.66 
(74,262) (195,68) NaN NaN NaN NaN NaN NaN NaN 
(115,124) (122,64) 61 62 0.03737297 0.0028495 420 53 1.63 
(90,260) (299,95) 311 331 1.55244347 0.00223525 12345 941 6.43 
(85,176) (239,258) 176 187 0.30200083 0.00296794 3271 271 6.25 
(272,118) (236,252) 135 149 0.0758168 0.00363897 816 124 10.37 
(148,209) (184,271) 156 166 0.49192667 0.0016423 4630 349 6.41 
(31,117) (54,140) 24 30 0.0051676 0.00246669 23 16 25.0 
(225,178) (115,26) 169 189 0.95008729 0.00239233 6025 393 11.83 
(116,195) (206,73) NaN NaN NaN NaN NaN NaN NaN 
(59,99) (60,106) 8 9 6.1208E-4 0.00122633 7 3 12.5 
(218,124) (74,248) 242 256 0.8749104 0.00337783 8305 606 5.78 
(156,212) (256,90) 206 213 0.16279406 0.00260684 1846 223 3.39 
(225,242) (190,168) 83 86 0.07045095 0.00296721 807 80 3.61 
(301,113) (170,89) 132 NaN 0.15459724 0.00348697 1663 1619 NaN 
(41,153) (254,136) 224 241 0.5860381 0.00308711 5614 389 7.58 
(48,133) (255,87) 219 246 0.60480235 0.00370252 5710 466 12.32 
(255,220) (233,192) 29 37 0.00269859 0.00276583 28 21 27.58 
(95,166) (225,216) 153 160 0.28697034 0.00214506 3046 237 4.57 
(193,169) (236,99) 71 82 0.00598427 0.00134718 70 105 15.49 
(233,56) (66,233) NaN NaN NaN NaN NaN NaN NaN 
(26,135) (165,186) 198 212 0.55829367 0.00226106 5558 394 7.07 
(260,132) (224,179) 48 55 0.00394628 0.00290379 47 27 14.58 
(91,237) (142,103) 144 150 0.22447085 0.00251992 2473 165 4.16 
(169,58) (22,179) 294 NaN 0.9714698 0.00311349 8999 134 NaN 
(95,240) (240,211) 153 168 0.25260362 0.00350409 2844 251 9.8 
(60,133) (62,130) 4 4 2.537E-4 8.4991E-4 3 1 0.0 
(59,182) (112,174) 132 138 0.37784318 0.0031868 3961 234 4.54 
(84,235) (133,74) 163 223 0.26748393 0.00298575 2796 683 36.8 
(30,114) (53,169) 56 58 0.00532536 0.00258458 55 26 3.57 
(207,174) (76,108) 151 166 0.32696622 0.00322446 3255 297 9.93 
(179,141) (125,245) 209 222 1.02994037 0.00191268 8330 584 6.22 
(215,170) (113,151) 138 155 0.35302596 0.00273638 3577 284 12.31 
(273,127) (190,191) 274 293 2.53007778 0.00319317 14574 977 6.93 
(140,210) (236,204) 112 122 0.08132723 0.00162842 922 121 8.92 
(266,132) (214,225) 102 108 0.15258437 0.00266111 1363 103 5.88 
(104,178) (209,222) 134 145 0.38156763 0.00141661 3334 253 8.2
